,Review,CleanedReview
169,"Yet another perfect movie from the perfectionist. Dangal gives you a peek in to people's lives who have a commitment towards sport and passionate towards nation but also the problems they face while they fulfill their dreams. Entire cast Aamir, Sakshi, Fatima, Saanya, Zaira and Suhani did an excellent job and justice to their roles. Needless to say Aamir excels to do what he is good at and keeps you occupied with his intense acting. The female leads (especially the younger and older Geeta) were awesome in their roles when it comes to the tackle scenes be it in the mud or on the turf. The camera work capturing fights in the bout needs a special mention here as they stand out and gives you a treat of a real combat between two wrestlers. For those who saw the trailers multiple times the first half is an easy guess about what happens next, but otherwise the movie is excellent piece of work by the entire crew of Dangal. Full marks to the Director, Aamir and his girls.","Yet another perfect movie from the perfectionist. Dangal gives you a peek in to people's lives who have a commitment towards sport and passionate towards nation but also the problems they face while they fulfill their dreams. Entire cast Aamir, Sakshi, Fatima, Saanya, Zaira and Suhani did an excellent job and justice to their roles. Needless to say Aamir excels to do what he is good at and keeps you occupied with his intense acting. The female leads (especially the younger and older Geeta) were awesome in their roles when it comes to the tackle scenes be it in the mud or on the turf. The camera work capturing fights in the bout needs a special mention here as they stand out and gives you a treat of a real combat between two wrestlers. For those who saw the trailers multiple times the first half is an easy guess about what happens next, but otherwise the movie is excellent piece of work by the entire crew of Dangal. Full marks to the Director, Aamir and his girls."
170,Nitesh Tiwari has done a fantastic job. The movie is very different from the pretentious glamour that is visible in most Indian films today. It is unique yet relatable. Aamir Khan has once again proved pushed the boundaries for what Indian actors can and must achieve and has left a lasting impression with this work. The stars of the movie remain the two little girls that portray Geeta and Babita. The first half is a master piece. The second half is entertaining but gives in slightly to the dramatic factor that most Indian audience demands of a blockbuster. It is a must watch for anyone who loves Indian cinema. One that you don't want to miss!,Nitesh Tiwari has done a fantastic job. The movie is very different from the pretentious glamour that is visible in most Indian films today. It is unique yet relatable. Aamir Khan has once again proved pushed the boundaries for what Indian actors can and must achieve and has left a lasting impression with this work. The stars of the movie remain the two little girls that portray Geeta and Babita. The first half is a master piece. The second half is entertaining but gives in slightly to the dramatic factor that most Indian audience demands of a blockbuster. It is a must watch for anyone who loves Indian cinema. One that you don't want to miss!
171,The movie is really a masterpiece. I'm very touched when I watched it. This movie shows that a girl can do anything even better than a boy. It's very inspiring. Thanks to Aamir Khan for such movies. He has done great job.,The movie is really a masterpiece. I'm very touched when I watched it. This movie shows that a girl can do anything even better than a boy. It's very inspiring. Thanks to Aamir Khan for such movies. He has done great job.
172,"I watched this with my girlfriend on a lazy afternoon. We were looking for random movies, and went with this just for a laugh. From the beginning to the end, we were kept entertained, and had many a laughter and jokes to share. My girlfriend's from China whilst I am from Singapore, but the context was still all so endearing. I believe any viewers would be able to get the humour and heartwarming story behind it all. I usually hate the word heartwarming as most movies of that genre disgust me. But this was a pleasant kind. The actor and actresses had so much chemistry and were stellar! The action was not Michael Bay certified but definitely kept me going ""WHOAAA DAYUMM!"" Definitely worth your time. The only reason I did not give it a 10/10 overall was because I felt that the older actresses did not portray the same feelings as their respective child actors, although most people would fail to notice!","I watched this with my girlfriend on a lazy afternoon. We were looking for random movies, and went with this just for a laugh. From the beginning to the end, we were kept entertained, and had many a laughter and jokes to share. My girlfriend's from China whilst I am from Singapore, but the context was still all so endearing. I believe any viewers would be able to get the humour and heartwarming story behind it all. I usually hate the word heartwarming as most movies of that genre disgust me. But this was a pleasant kind. The actor and actresses had so much chemistry and were stellar! The action was not Michael Bay certified but definitely kept me going ""WHOAAA DAYUMM!"" Definitely worth your time. The only reason I did not give it a 10/10 overall was because I felt that the older actresses did not portray the same feelings as their respective child actors, although most people would fail to notice!"
173,"The story is about Geeta, daughter of Mahavir Singh Phogat wins gold in wrestling at the Commonwealth Games. Obstacle comes in this journey at multiple levels. But Mahavir with his strong determination & experience help Geeta to overcome all these obstacles. Finally Geeta reach in the final. Aamir Khan & his team successfully make the audience a part of this journey and give them a learning experience. Thanks to director to keep the subject simple.Nothing special to say about camera work except these wrestling scenes. Same thing about editing. Music is used appropriately in this film. You cannot ignore these songs. A good film at the end of the year.","The story is about Geeta, daughter of Mahavir Singh Phogat wins gold in wrestling at the Commonwealth Games. Obstacle comes in this journey at multiple levels. But Mahavir with his strong determination & experience help Geeta to overcome all these obstacles. Finally Geeta reach in the final. Aamir Khan & his team successfully make the audience a part of this journey and give them a learning experience. Thanks to director to keep the subject simple.Nothing special to say about camera work except these wrestling scenes. Same thing about editing. Music is used appropriately in this film. You cannot ignore these songs. A good film at the end of the year."
174,This is the problem with Hindi movies. Hype to the peak and then when you actually see the movie it's just another ordinary movie. Happens with the movies with these Khans who have very limited acting capability. Dangal is know special. Same theme which you have scene in 50 movies before. Okay direction and lots of exaggeration which you can feel right there. After 1 week the films rating will drop like anything once the fans finish watching it. Dangal's cast is good and you could just watch once it's available for streaming. Going to theaters for this kind of movie is just a waste. 2nd half is slow and boring Coach character not shown right Unnecessary patriotic sentiment Seen several films like this before,This is the problem with Hindi movies. Hype to the peak and then when you actually see the movie it's just another ordinary movie. Happens with the movies with these Khans who have very limited acting capability. Dangal is know special. Same theme which you have scene in 50 movies before. Okay direction and lots of exaggeration which you can feel right there. After 1 week the films rating will drop like anything once the fans finish watching it. Dangal's cast is good and you could just watch once it's available for streaming. Going to theaters for this kind of movie is just a waste. 2nd half is slow and boring Coach character not shown right Unnecessary patriotic sentiment Seen several films like this before
175,"First of all, we should say hats off to Mahavir Singh Phogat, he is an Indian amateur wrestler and senior Olympics coach. He is the father of Geeta Phogat and Babita Kumari who had won the gold medal in commonwealth games [1,3,4]. ","First of all, we should say hats off to Mahavir Singh Phogat, he is an Indian amateur wrestler and senior Olympics coach. He is the father of Geeta Phogat and Babita Kumari who had won the gold medal in commonwealth games [1,3,4]. "
176,"after the first half hour i really wanted to be it longer.I am not an expert movie critic.i just enjoy watching movies.i will say there is over dramatize scenes in the movie still i liked it for example at the final match the father being locked down even that wasn't in the real story still nice touch to show that the character Geeta can win this match on her own without her fathers help.unlike we used to it.maybe that was real story.the character young Geeta came forward to me .maybe that's because of the events at that time period. she was cute, beautiful and also bad-ass character.entering wrestling area in slow motion were the moments i enjoyed.feel proud of her like someone i know.i felt the same for Zaira Wasim when i saw Jennifer Lawrence at winters bone.Zaira Wasim will be a big star i imagine.it s a good movie to watch with family.its something inspiring.as for Aamir Khan i always admire actors to gain weight or loose for the role.he stands in a very natural way as a father.well played caring father and hard coach.Fatima Sana Shaikh also played good her role .she makes you feel that she is going out of her purpose and loosing her form.at this moment she will make you say 'come on go to your home. let your father train you'.on the other hand when the characters grow up and need to replace with new actors or actresses,i don't say wait till they grow up and continue with them.i know that's to much to ask as an audience but at least you can look for resemblance when choosing players. that's not only for this movie,generally.that was the only moment i said i am watching a movie.other than that the movie takes you in the story.yet Fatima Sana Shaikh ,Sanya Malhotra and Aparshakti Khurana well played their role.as i said that's not an expert credit.so it has a good story, well played characters.there is too much to say but it s something you wont regret to spend your time.go watch and enjoy it.certainly i will watch this movie again.","after the first half hour i really wanted to be it longer.I am not an expert movie critic.i just enjoy watching movies.i will say there is over dramatize scenes in the movie still i liked it for example at the final match the father being locked down even that wasn't in the real story still nice touch to show that the character Geeta can win this match on her own without her fathers help.unlike we used to it.maybe that was real story.the character young Geeta came forward to me .maybe that's because of the events at that time period. she was cute, beautiful and also bad-ass character.entering wrestling area in slow motion were the moments i enjoyed.feel proud of her like someone i know.i felt the same for Zaira Wasim when i saw Jennifer Lawrence at winters bone.Zaira Wasim will be a big star i imagine.it s a good movie to watch with family.its something inspiring.as for Aamir Khan i always admire actors to gain weight or loose for the role.he stands in a very natural way as a father.well played caring father and hard coach.Fatima Sana Shaikh also played good her role .she makes you feel that she is going out of her purpose and loosing her form.at this moment she will make you say 'come on go to your home. let your father train you'.on the other hand when the characters grow up and need to replace with new actors or actresses,i don't say wait till they grow up and continue with them.i know that's to much to ask as an audience but at least you can look for resemblance when choosing players. that's not only for this movie,generally.that was the only moment i said i am watching a movie.other than that the movie takes you in the story.yet Fatima Sana Shaikh ,Sanya Malhotra and Aparshakti Khurana well played their role.as i said that's not an expert credit.so it has a good story, well played characters.there is too much to say but it s something you wont regret to spend your time.go watch and enjoy it.certainly i will watch this movie again."
177,"It is one of the best movies in the history of India; the plot is very good, the performances are excellent and the music is quite good. TOTALLY RECOMMENDED!","It is one of the best movies in the history of India; the plot is very good, the performances are excellent and the music is quite good. TOTALLY RECOMMENDED!"
178,"It is indeed very rare to find films of this nature in today's Bollywood cinema. A feel good film that is inspirational from which an individual and even the country can look upon. A film needs to have a strong story line to create an impact and DANGAL provided just that. The audience demands good story/script these days and are willing to watch a movie with strong script even if the actors are not well known. Sadly, there does exist some blind fans who blatantly makes other actors such as Salman Khan movies hit even if those don't have good story in it. DANGAL has strong story, great star cast and good performance. A must watch.","It is indeed very rare to find films of this nature in today's Bollywood cinema. A feel good film that is inspirational from which an individual and even the country can look upon. A film needs to have a strong story line to create an impact and DANGAL provided just that. The audience demands good story/script these days and are willing to watch a movie with strong script even if the actors are not well known. Sadly, there does exist some blind fans who blatantly makes other actors such as Salman Khan movies hit even if those don't have good story in it. DANGAL has strong story, great star cast and good performance. A must watch."
179,"The Phogat Sisters, against all odds, created history for Indian Sports in the year 2010. Though we read about them in the headlines, we hurriedly moved on to other 'more interesting' news. They went on, fighting their battles alone, to bring more than thirty international medals for our country. We saw their names in the news, raised our eyebrows, and refocused back on our game of cricket. They again came, this time with their father, and gave an inspiring small interview on the TV show Satyamev Jayate. This time we sat up a bit, and 'spent' on them, a little 'encouragement clap'.","The Phogat Sisters, against all odds, created history for Indian Sports in the year 2010. Though we read about them in the headlines, we hurriedly moved on to other 'more interesting' news. They went on, fighting their battles alone, to bring more than thirty international medals for our country. We saw their names in the news, raised our eyebrows, and refocused back on our game of cricket. They again came, this time with their father, and gave an inspiring small interview on the TV show Satyamev Jayate. This time we sat up a bit, and 'spent' on them, a little 'encouragement clap'."
180,Nothing to spectacular to get your knickers in a twist! Aamir Khan acts great as usual but not something you ain't seen done before in the likes of Laagan and Taare zameen pe.,Nothing to spectacular to get your knickers in a twist! Aamir Khan acts great as usual but not something you ain't seen done before in the likes of Laagan and Taare zameen pe.
181,"Dangal refers to the wrestling arena, which this movie about. Amir khan successfully played his character as shinning actor towards the movie. this movie a contribute to all indian female athlete.","Dangal refers to the wrestling arena, which this movie about. Amir khan successfully played his character as shinning actor towards the movie. this movie a contribute to all indian female athlete."
182,Story : Good Screenplay : Good Direction: Average Actors: All acted ordinarily except Aamir who was above average due to few heart touching scenes. Music: Effective/Good,Story : Good Screenplay : Good Direction: Average Actors: All acted ordinarily except Aamir who was above average due to few heart touching scenes. Music: Effective/Good
183,"Me rooting for Dangal has nothing to do with being the no.1 Aamir khan fan :P. I do eagerly await his movies. He always has the most unique scripts, his acting is seriously perfect to the core, he makes me laugh, cry, angry..... This guy is a genius and lucky son of a gun when it comes making movies. Dangal is another gem added to his treasury of hit films.","Me rooting for Dangal has nothing to do with being the no.1 Aamir khan fan :P. I do eagerly await his movies. He always has the most unique scripts, his acting is seriously perfect to the core, he makes me laugh, cry, angry..... This guy is a genius and lucky son of a gun when it comes making movies. Dangal is another gem added to his treasury of hit films."
184,"Dangal! Dangal! <3 Fantastic movie! Each and every second was thrilling!! Couldn't get any better!! Acting, script, everything was mind blowing! Off the charts! Out of the world!! Shares a very strong message among the viewers about family, ego, sacrifices, and pride for the nation. The audience couldn't keep their eyes off the screen...and I was completely lost! :D","Dangal! Dangal! <3 Fantastic movie! Each and every second was thrilling!! Couldn't get any better!! Acting, script, everything was mind blowing! Off the charts! Out of the world!! Shares a very strong message among the viewers about family, ego, sacrifices, and pride for the nation. The audience couldn't keep their eyes off the screen...and I was completely lost! :D"
185,"Before i talk the good review which everyone already doing it, i Just want to point out that i rate this movie as 9.5 / 10 ","Before i talk the good review which everyone already doing it, i Just want to point out that i rate this movie as 9.5 / 10 "
186,"Aamir Khan (yes that idiot) is back with a bang and now this time around he 'dangals' with our minds! After watching this movie i felt that Dangal is that infectious cologne once sprayed its misty scent stays with you for a long long time. It is one of the rarest & finest Hindi movie in its genre, a much needed biopic on sports drama in the era of trash movies and junkie talkies. For the concept of women empowerment alone Dangal needs to be watched and cherished. Kudos to the entire cast for making this movie with so much grace, love, ambition, passion and devotion. Every single actor or individual associated with the movie seems to have dedicated themselves completely produce such effective cinema. And what can i say about the maestro himself? Aamir Khan at his best. Watch him in a scene when he engages in an argument/fight with Geeta or that phone conversation or the way he trains and coaches his daughters as it feels like you are watching the real Mahavir Singh himself who has so much passion for wrestling....absolutely brilliant! After watching him in Dangal I am convinced that NO OTHER ACTOR HAS GONE ABOVE & BEYOND LIKE AAMIR KHAN when you look at the types of movies, shows and roles he has played which are all very dynamic - be it sarfarosh, lagaan, rang de, TZP, 3 idiots, PK or DANGAL or even satyamev jayate...Aamir Khan knows cinema's reach & its powerful impact so why not use it wisely to produce/make movies which the audience can easily connect to known subjects/issues and then they righteously decide the impact for themselves - epic! Regarding the story, see it to believe it. There are few stumbling scenes in the 2nd half but its forgettable when you look at the big picture. One thing I would like to say though is take few napkins because you will need it!","Aamir Khan (yes that idiot) is back with a bang and now this time around he 'dangals' with our minds! After watching this movie i felt that Dangal is that infectious cologne once sprayed its misty scent stays with you for a long long time. It is one of the rarest & finest Hindi movie in its genre, a much needed biopic on sports drama in the era of trash movies and junkie talkies. For the concept of women empowerment alone Dangal needs to be watched and cherished. Kudos to the entire cast for making this movie with so much grace, love, ambition, passion and devotion. Every single actor or individual associated with the movie seems to have dedicated themselves completely produce such effective cinema. And what can i say about the maestro himself? Aamir Khan at his best. Watch him in a scene when he engages in an argument/fight with Geeta or that phone conversation or the way he trains and coaches his daughters as it feels like you are watching the real Mahavir Singh himself who has so much passion for wrestling....absolutely brilliant! After watching him in Dangal I am convinced that NO OTHER ACTOR HAS GONE ABOVE & BEYOND LIKE AAMIR KHAN when you look at the types of movies, shows and roles he has played which are all very dynamic - be it sarfarosh, lagaan, rang de, TZP, 3 idiots, PK or DANGAL or even satyamev jayate...Aamir Khan knows cinema's reach & its powerful impact so why not use it wisely to produce/make movies which the audience can easily connect to known subjects/issues and then they righteously decide the impact for themselves - epic! Regarding the story, see it to believe it. There are few stumbling scenes in the 2nd half but its forgettable when you look at the big picture. One thing I would like to say though is take few napkins because you will need it!"
187,Dangal is the living proof of how much Indian movies have improved over the past decade. Everything about this film was just amazing.,Dangal is the living proof of how much Indian movies have improved over the past decade. Everything about this film was just amazing.
188,"Dangal: This overrated masterpiece? lol. 9 years ago we had a much better, a brilliant and progressive Chakde India. And now we have a regressive tale of a dominant male who physically tortures his daughters, turns them into sons, chooses their career without asking what they want to be which is exactly opposite of the great message given by 3 idiots, steals their childhood and youth and turns them into slaves against their wishes to fulfill a personal ambition? Meh. It is a no-risk same old story with just an average to good performance by Aamir. Nothing great. Anybody could have played Mahavir Singh Phogat. Eating cakes and going to gym isn't great acting. Lol.","Dangal: This overrated masterpiece? lol. 9 years ago we had a much better, a brilliant and progressive Chakde India. And now we have a regressive tale of a dominant male who physically tortures his daughters, turns them into sons, chooses their career without asking what they want to be which is exactly opposite of the great message given by 3 idiots, steals their childhood and youth and turns them into slaves against their wishes to fulfill a personal ambition? Meh. It is a no-risk same old story with just an average to good performance by Aamir. Nothing great. Anybody could have played Mahavir Singh Phogat. Eating cakes and going to gym isn't great acting. Lol."
189,"I walked in the theater expecting a good performance that everyone does from Aamir khan. Instead what I got was everyone performing at Aamir's levels ! The guy is Dope !! Not just him but everyone's nailed it , He hasn't just portrayed Mahaveer G but he Is ""Mahaveer G"" (Protagonist) . Leave the Theatre happy ,satisfied and content !! Bollywood is on until Aamir is leading the pack. Crap to follow oz I can't express myself in less than 10 lines which so stupid. The rest to follow is stupid because i Cant enter stuff which is less then 10 lines. Do you think they think about stuff which can be relevant and concise no, epic fail.So in continuation the stuff to follow is crazy.","I walked in the theater expecting a good performance that everyone does from Aamir khan. Instead what I got was everyone performing at Aamir's levels ! The guy is Dope !! Not just him but everyone's nailed it , He hasn't just portrayed Mahaveer G but he Is ""Mahaveer G"" (Protagonist) . Leave the Theatre happy ,satisfied and content !! Bollywood is on until Aamir is leading the pack. Crap to follow oz I can't express myself in less than 10 lines which so stupid. The rest to follow is stupid because i Cant enter stuff which is less then 10 lines. Do you think they think about stuff which can be relevant and concise no, epic fail.So in continuation the stuff to follow is crazy."
190,"Its a popular saying ""Save the best for the last"", Aamir Khan has applied it to perfection. This year's best movie comes at the last month of the year. A superb movie with some great performances from the lead actors however it was the girls who stole the show . Fantastic debuts by young and elder girls as Geeta and Babita. Aamir's transformation from a young man in flashback to old aged father is just incredible . This is by far one of Aamir's best movie and at par with Lagaan. Best biopic ever made in bollywood. Kudos to Aamir and the whole dangal team. This movie inspires everyone and is a must watch. It breaks the stereotype that women cannot excel in a sport which is dominated by men. This year couldn't have ended better . Wort a watch multiple times.","Its a popular saying ""Save the best for the last"", Aamir Khan has applied it to perfection. This year's best movie comes at the last month of the year. A superb movie with some great performances from the lead actors however it was the girls who stole the show . Fantastic debuts by young and elder girls as Geeta and Babita. Aamir's transformation from a young man in flashback to old aged father is just incredible . This is by far one of Aamir's best movie and at par with Lagaan. Best biopic ever made in bollywood. Kudos to Aamir and the whole dangal team. This movie inspires everyone and is a must watch. It breaks the stereotype that women cannot excel in a sport which is dominated by men. This year couldn't have ended better . Wort a watch multiple times."
191,"The real-life protagonist of this movie is a vegetarian, yet, in the movie, AK represents him as as a patronizer of chicken and eggs for his daughters, allegedly, for their protein content, never mind that it has been proved in study after study that plant-based protein is superior since it has none of the negative health effects which accompany animal protein. Also, animals are kept in filthy conditions and killed so they can be consumed. Terrible, hateful movie towards animals.","The real-life protagonist of this movie is a vegetarian, yet, in the movie, AK represents him as as a patronizer of chicken and eggs for his daughters, allegedly, for their protein content, never mind that it has been proved in study after study that plant-based protein is superior since it has none of the negative health effects which accompany animal protein. Also, animals are kept in filthy conditions and killed so they can be consumed. Terrible, hateful movie towards animals."
192,"The perfect man, the perfect movie... Aamir Khan didn't surprise us again. He were 4 different people for a single movie. Young, old, overweight, weak... He was four different characters.","The perfect man, the perfect movie... Aamir Khan didn't surprise us again. He were 4 different people for a single movie. Young, old, overweight, weak... He was four different characters."
193,"This film is a portrayal of typical subjugation of children by their parents.This film was promoted keeping women empowerment as its central theme,but what it offers is completely contradictory to the claim it was promoted with.We can only see the children being forcefully drawn into their father's profession so that they could fulfill their father's wish of winning a gold for the country,which their father couldn't do.","This film is a portrayal of typical subjugation of children by their parents.This film was promoted keeping women empowerment as its central theme,but what it offers is completely contradictory to the claim it was promoted with.We can only see the children being forcefully drawn into their father's profession so that they could fulfill their father's wish of winning a gold for the country,which their father couldn't do."
194,"Born and raised in the small village Balali,in the state of Haryana, promising young athlete Mahavir Singh Phogat (Aamir Khan) made a mark on the national level for himself through wrestling,However his ultimate goal of becoming the first Indian wrestler to win a gold medal for India in the prestigious Commonwealth Games never fulfilled due to lack of physical & financial support. Mahavir finally succumbed to family pressure to find a real job and get married. He hoped for a son whom he could coach to become a wrestler who could represent India in the Commonwealth Games to win him the medal he dreamed of winning for himself.However things didn't panned out well as all his four children were born girls,it appeared that his dream has finally come to a standstill. The real story begins to twist when Mahavir's adolescent daughters Geeta (Zaira Wasim) and Babita (Suhani Bhatnagar) get into a brawl with some rude neighbor boys and beat them up. Suddenly Mahavir realized that all he wanted is a successor of him who could win the medal in his place irrespective of the gender. He starts training his daughters to wrestle, building them their own training ring in a nearby field and intentionally pitting them against boys because,he believes, the only way athletes learn is by competing up with stronger & meaner opponents.If his daughters Geeta & Babita (played as young adults by Fatima Sana Shaikh and Sanya Malhotra respectively) have the heart and skills, then there is no force that could stop them from winning & ultimately fulfilling his long held ambition & make him proud.The story then Plots on their journey to stardom. They put on the extra miles that serves to prove that will power,determination & self believe ultimately transforms into immense strength and endurance which enables one to do the impossible. This is what follows when finally one of Mahavir's daughters Geeta against all odds reached a mid-line between triumph and defeat when she reached the finals of the Commonwealth Games 2010 & Australian Wrestler Emily Bensted stood on her way to glory. Despite a nervous beginning she managed to recover from it & then lashed onto the opportunity & managed to win the Gold Medal that has eluded the Indian wrestlers on a global scale. Mahavir now a proud father was simply overjoyed & finally his daughter made him & others realize that being a girl or boy doesn't matter unless you have the strength to face reality & it's consequences. Truly a inspirational story for everyone to watch & specially to those women who are still fighting for a place that they are deprived off by others.This will act as a emotional boost for them & give them the strength they had been seeking for a long time.","Born and raised in the small village Balali,in the state of Haryana, promising young athlete Mahavir Singh Phogat (Aamir Khan) made a mark on the national level for himself through wrestling,However his ultimate goal of becoming the first Indian wrestler to win a gold medal for India in the prestigious Commonwealth Games never fulfilled due to lack of physical & financial support. Mahavir finally succumbed to family pressure to find a real job and get married. He hoped for a son whom he could coach to become a wrestler who could represent India in the Commonwealth Games to win him the medal he dreamed of winning for himself.However things didn't panned out well as all his four children were born girls,it appeared that his dream has finally come to a standstill. The real story begins to twist when Mahavir's adolescent daughters Geeta (Zaira Wasim) and Babita (Suhani Bhatnagar) get into a brawl with some rude neighbor boys and beat them up. Suddenly Mahavir realized that all he wanted is a successor of him who could win the medal in his place irrespective of the gender. He starts training his daughters to wrestle, building them their own training ring in a nearby field and intentionally pitting them against boys because,he believes, the only way athletes learn is by competing up with stronger & meaner opponents.If his daughters Geeta & Babita (played as young adults by Fatima Sana Shaikh and Sanya Malhotra respectively) have the heart and skills, then there is no force that could stop them from winning & ultimately fulfilling his long held ambition & make him proud.The story then Plots on their journey to stardom. They put on the extra miles that serves to prove that will power,determination & self believe ultimately transforms into immense strength and endurance which enables one to do the impossible. This is what follows when finally one of Mahavir's daughters Geeta against all odds reached a mid-line between triumph and defeat when she reached the finals of the Commonwealth Games 2010 & Australian Wrestler Emily Bensted stood on her way to glory. Despite a nervous beginning she managed to recover from it & then lashed onto the opportunity & managed to win the Gold Medal that has eluded the Indian wrestlers on a global scale. Mahavir now a proud father was simply overjoyed & finally his daughter made him & others realize that being a girl or boy doesn't matter unless you have the strength to face reality & it's consequences. Truly a inspirational story for everyone to watch & specially to those women who are still fighting for a place that they are deprived off by others.This will act as a emotional boost for them & give them the strength they had been seeking for a long time."
195,"The leading actor Aamir Khan has already set me an exception before watching the movie. Impressive act. no doubt. Here the specialty of his act is that the impressive presentation by the director. I even forgot Aamir. I only found Mr. Mahavir Singh there. We only feel a coach there. Through Babita, we see the father there. But very rarely only we think that it is Aamir. that is an achievement of the team. Director, the actor and the stylist/physical trainer who made it possible. ","The leading actor Aamir Khan has already set me an exception before watching the movie. Impressive act. no doubt. Here the specialty of his act is that the impressive presentation by the director. I even forgot Aamir. I only found Mr. Mahavir Singh there. We only feel a coach there. Through Babita, we see the father there. But very rarely only we think that it is Aamir. that is an achievement of the team. Director, the actor and the stylist/physical trainer who made it possible. "
196,"My first reaction after watching the film was: that's it? Shit, what did you see, chicken garbage! I want to stay away from such a abnormal family. Even, we should learn to complain!!!","My first reaction after watching the film was: that's it? Shit, what did you see, chicken garbage! I want to stay away from such a abnormal family. Even, we should learn to complain!!!"
197,"Aamir Khan shines in the role of Mahavir Singh Phogat. He is so outstanding in his performance that this could be considered as one of his best works ever. Director Mr. Nitesh Tiwari work is so brilliant that after few minutes, you just forget that you are watching film. You simply start witnessing the journey of Phogat's family. Makers are so confident that they have even given credit for story idea to Divya Rao,Aamir Khan and the two lead actress are the best cast roles in a long time, but overall cast done an amazing job. This movie seems to be the greatest gift of the year by Bollywood. Aamir Khan will be reminded for his performance like he is in his other movies.Finally Mr.Perfectionist with his girls has proved their ""Dhaakad.","Aamir Khan shines in the role of Mahavir Singh Phogat. He is so outstanding in his performance that this could be considered as one of his best works ever. Director Mr. Nitesh Tiwari work is so brilliant that after few minutes, you just forget that you are watching film. You simply start witnessing the journey of Phogat's family. Makers are so confident that they have even given credit for story idea to Divya Rao,Aamir Khan and the two lead actress are the best cast roles in a long time, but overall cast done an amazing job. This movie seems to be the greatest gift of the year by Bollywood. Aamir Khan will be reminded for his performance like he is in his other movies.Finally Mr.Perfectionist with his girls has proved their ""Dhaakad."
198,"Undoubtedly the best of the year....gr8 plot,gr8 acting and so on... a must watch for the bollywood fans...way ahead of something like sultan and the two girl has followed brilliantly...may be the best part is the climax.. it gives great emotional attachment to the public...the viewer need some picture quality to experience it fully,the way Aamir khan has done it it makes him even more perfect","Undoubtedly the best of the year....gr8 plot,gr8 acting and so on... a must watch for the bollywood fans...way ahead of something like sultan and the two girl has followed brilliantly...may be the best part is the climax.. it gives great emotional attachment to the public...the viewer need some picture quality to experience it fully,the way Aamir khan has done it it makes him even more perfect"
199,Team of aamir khan as usual near to perfect movies for their target audience but The music was good. The direction by Tiwari was the best of 2016. This movie was never boring and full credit shud go to the director. The cinematography gave you a feeling as if what you are watching is real. The village was captured well. Overall you don't have to like wrestling or know wrestling to appreciate this movie. Its a wonderful movie. The movie is written very well. Superb screenplay n crispy editing.,Team of aamir khan as usual near to perfect movies for their target audience but The music was good. The direction by Tiwari was the best of 2016. This movie was never boring and full credit shud go to the director. The cinematography gave you a feeling as if what you are watching is real. The village was captured well. Overall you don't have to like wrestling or know wrestling to appreciate this movie. Its a wonderful movie. The movie is written very well. Superb screenplay n crispy editing.
200,"AAMIR KHAN, TAKE A BOW! What you have done as an actor in the 21st century is an epitome of perfection in work. You are a trendsetter. All box office records & critical acclaim is deservingly yours. Right from Lagaan, Dil Chahta hai, Tare Zameen Par, Rang De Basanti, Gajani, 3 idiots, PK & now Dangal! OUTSTANDING WORK!! Though I must say that you should avoid working in films like Dhoom 3 & even Talaash, they were successful at box office but still these movies didn't do justice to your talent & vision. Also, avoid doing guest roles for the sake of friends, family & acquaintances like you have done in DhobhiGhat, Delhi Belly & Secret Superstar. DANGAL is incredibly impactful and a positive approach towards women empowerment. Fatima & Sanya have given impressive performances. The young Geeta & Babita aka Zaira & Suhani have also acted like mature artists. Dangal is must watch movie, which deserves your time. The best thing about the film is the wrestling fights. They are spontaneous and you feel like you are actually watching them live. The realism in characters, energy in wrestling and honesty in acting makes this movie a brilliant sporting journey. India needs more films like these. The level & quality of cinema is improving and that's a very ominous sign for things to come in future.","AAMIR KHAN, TAKE A BOW! What you have done as an actor in the 21st century is an epitome of perfection in work. You are a trendsetter. All box office records & critical acclaim is deservingly yours. Right from Lagaan, Dil Chahta hai, Tare Zameen Par, Rang De Basanti, Gajani, 3 idiots, PK & now Dangal! OUTSTANDING WORK!! Though I must say that you should avoid working in films like Dhoom 3 & even Talaash, they were successful at box office but still these movies didn't do justice to your talent & vision. Also, avoid doing guest roles for the sake of friends, family & acquaintances like you have done in DhobhiGhat, Delhi Belly & Secret Superstar. DANGAL is incredibly impactful and a positive approach towards women empowerment. Fatima & Sanya have given impressive performances. The young Geeta & Babita aka Zaira & Suhani have also acted like mature artists. Dangal is must watch movie, which deserves your time. The best thing about the film is the wrestling fights. They are spontaneous and you feel like you are actually watching them live. The realism in characters, energy in wrestling and honesty in acting makes this movie a brilliant sporting journey. India needs more films like these. The level & quality of cinema is improving and that's a very ominous sign for things to come in future."
201,"One of the strongest messages that he passes to the world, especially the villages of India is to believe that a woman's place is not just in the kitchen. Mahavira also believes that instead of raising our daughters with the objective to let them get married, we must ask them their dreams and help them achieve the same. This is where the duty of a true parent lies.","One of the strongest messages that he passes to the world, especially the villages of India is to believe that a woman's place is not just in the kitchen. Mahavira also believes that instead of raising our daughters with the objective to let them get married, we must ask them their dreams and help them achieve the same. This is where the duty of a true parent lies."
